#E_pot  E_kin  T  P
-3.029634e-05 7.244785e+02 2.904491e+02 8.020166e+02
-3.048675e-05 7.244888e+02 2.904532e+02 8.020279e+02
-3.065678e-05 7.244605e+02 2.904419e+02 8.019967e+02
-3.080621e-05 7.244369e+02 2.904324e+02 8.019705e+02
-3.093427e-05 7.244909e+02 2.904541e+02 8.020303e+02
-3.103996e-05 7.245194e+02 2.904655e+02 8.020619e+02
-3.112397e-05 7.244978e+02 2.904569e+02 8.020379e+02
-3.118813e-05 7.245399e+02 2.904737e+02 8.020846e+02
-3.123387e-05 7.245295e+02 2.904696e+02 8.020730e+02
-3.126359e-05 7.245244e+02 2.904675e+02 8.020673e+02
-3.128098e-05 7.244990e+02 2.904573e+02 8.020392e+02
-3.129035e-05 7.245068e+02 2.904605e+02 8.020479e+02
-3.129749e-05 7.244719e+02 2.904465e+02 8.020093e+02
-3.131009e-05 7.244775e+02 2.904487e+02 8.020155e+02
-3.133624e-05 7.244656e+02 2.904439e+02 8.020023e+02
-3.138596e-05 7.244571e+02 2.904405e+02 8.019928e+02
-3.147100e-05 7.244948e+02 2.904556e+02 8.020346e+02
-3.160412e-05 7.244874e+02 2.904527e+02 8.020265e+02
-3.179996e-05 7.244833e+02 2.904511e+02 8.020219e+02
-3.207474e-05 7.244804e+02 2.904499e+02 8.020187e+02
-3.244879e-05 7.244744e+02 2.904475e+02 8.020121e+02
-3.294540e-05 7.244424e+02 2.904347e+02 8.019766e+02
-3.358993e-05 7.244063e+02 2.904202e+02 8.019366e+02
-3.441069e-05 7.243751e+02 2.904077e+02 8.019021e+02
-3.544021e-05 7.243444e+02 2.903954e+02 8.018681e+02
-3.671567e-05 7.243257e+02 2.903879e+02 8.018474e+02
-3.827866e-05 7.243542e+02 2.903993e+02 8.018790e+02
-4.017601e-05 7.243809e+02 2.904100e+02 8.019085e+02
-4.246026e-05 7.243639e+02 2.904032e+02 8.018897e+02
-4.518907e-05 7.243610e+02 2.904020e+02 8.018864e+02
-4.842519e-05 7.243368e+02 2.903923e+02 8.018597e+02
-5.223728e-05 7.243114e+02 2.903821e+02 8.018315e+02
-5.669971e-05 7.242617e+02 2.903622e+02 8.017765e+02
