#E_pot  E_kin  T  P
-2.773755e-02 7.524385e+02 3.016585e+02 8.329690e+02
-3.820851e-02 7.524491e+02 3.016628e+02 8.329808e+02
-5.317236e-02 7.524642e+02 3.016688e+02 8.329975e+02
-7.465614e-02 7.524860e+02 3.016775e+02 8.330216e+02
-1.055578e-01 7.525172e+02 3.016900e+02 8.330561e+02
-1.499142e-01 7.525620e+02 3.017080e+02 8.331057e+02
-2.131089e-01 7.526257e+02 3.017335e+02 8.331762e+02
-3.017916e-01 7.527149e+02 3.017693e+02 8.332749e+02
-4.229463e-01 7.528362e+02 3.018179e+02 8.334093e+02
-5.806410e-01 7.529931e+02 3.018808e+02 8.335829e+02
-7.666099e-01 7.531754e+02 3.019539e+02 8.337848e+02
