#E_pot  E_kin  T  P
-4.336466e-02 7.860888e+02 3.151492e+02 8.702208e+02
-4.803809e-02 7.532553e+02 3.019860e+02 8.338732e+02
-5.046476e-02 7.632459e+02 3.059913e+02 8.449331e+02
-4.487114e-02 7.524182e+02 3.016503e+02 8.329465e+02
-3.424631e-02 7.551065e+02 3.027281e+02 8.359226e+02
-2.698141e-02 7.554719e+02 3.028746e+02 8.363271e+02
-2.356234e-02 7.868642e+02 3.154600e+02 8.710792e+02
-2.047149e-02 7.871249e+02 3.155645e+02 8.713678e+02
-1.824645e-02 7.721720e+02 3.095698e+02 8.548145e+02
-1.813161e-02 8.150289e+02 3.267515e+02 9.022582e+02
-1.920441e-02 8.385887e+02 3.361968e+02 9.283396e+02
-2.094785e-02 8.432074e+02 3.380485e+02 9.334526e+02
-2.488036e-02 8.520053e+02 3.415756e+02 9.431921e+02
-3.030583e-02 8.923509e+02 3.577505e+02 9.878557e+02
-3.495376e-02 8.952968e+02 3.589315e+02 9.911169e+02
-4.045874e-02 8.547954e+02 3.426942e+02 9.462808e+02
-4.970080e-02 8.123029e+02 3.256586e+02 8.992405e+02
-6.090505e-02 8.636475e+02 3.462430e+02 9.560802e+02
-5.894431e-02 8.364635e+02 3.353448e+02 9.259869e+02
-4.143089e-02 8.354072e+02 3.349213e+02 9.248176e+02
-2.613160e-02 8.614862e+02 3.453766e+02 9.536876e+02
-1.685046e-02 8.519609e+02 3.415578e+02 9.431429e+02
-1.153597e-02 8.475072e+02 3.397723e+02 9.382126e+02
-8.331821e-03 8.630670e+02 3.460103e+02 9.554377e+02
-5.645494e-03 8.510669e+02 3.411994e+02 9.421532e+02
-3.620994e-03 8.142271e+02 3.264301e+02 9.013706e+02
-2.300309e-03 8.044077e+02 3.224933e+02 8.905002e+02
-1.510531e-03 8.361521e+02 3.352199e+02 9.256422e+02
-1.110092e-03 8.137187e+02 3.262262e+02 9.008078e+02
-8.833769e-04 7.938055e+02 3.182429e+02 8.787634e+02
-7.400523e-04 8.175765e+02 3.277728e+02 9.050785e+02
-6.680822e-04 7.893089e+02 3.164402e+02 8.737856e+02
-6.145897e-04 7.849307e+02 3.146849e+02 8.689387e+02
-5.386474e-04 7.943755e+02 3.184714e+02 8.793943e+02
-4.742157e-04 7.943177e+02 3.184482e+02 8.793304e+02
-4.326856e-04 7.792469e+02 3.124062e+02 8.626466e+02
-4.015657e-04 7.602383e+02 3.047855e+02 8.416036e+02
-3.770463e-04 7.513814e+02 3.012347e+02 8.317988e+02
-3.584451e-04 7.571877e+02 3.035625e+02 8.382265e+02
-3.438451e-04 7.325881e+02 2.937003e+02 8.109941e+02
-3.244332e-04 7.332664e+02 2.939722e+02 8.117450e+02
-2.969151e-04 7.248910e+02 2.906145e+02 8.024732e+02
